epoch,loss,accuracy
1,0.030930132597906026,98.97166666666666
2,0.019244323718221438,99.37833333333333
3,0.015504109250160951,99.44833333333334
4,0.010528158296021118,99.645
5,0.009289327803110188,99.69166666666666
